BCI-AV#,Blissymbol,English,Derivation - explanation,POS,Swedish,Derivation - explanation svenska ,Norwegian,Derivation - explanation Norwegian ,Finnish,Hungarian,German,Dutch,Afrikaans,Russian,Icelandic,Lithuanian,Latvian,Polish,French,Spanish,Portugese,Italian,Danish,WinBliss,
24949,,"wakefulness,alertness",(eye + open: state one is in when one's eyes are open) - Character (superimposed),YELLOW,vakenhet,(eye + open: state one is in when one's eyes are open)  - Character (superimposed),våkenhet,,valvominen,"éberség, óvatosság","Wachsamkeit, Wachheit",alert,"bewus maak, waaksaamheid","настороженность, бдительность",vera á verði,,"modrība, izmanība, veiklība",,"éveil, vigilance",estado de alerta,,,,N#1#3#0#0#8#31#9##0#4*&H#2#1#0#2#10#33#11##0#4*&Q#1#1#0#4#12#35#13##0#4*%£,
24950,,"vomiting,vomit,puking","(out_of,exit_(forward) + food: expelling of food)",YELLOW,kräkning,"(out_of,exit_(forward) + food: expelling of food)",brekning,,"oksentaminen, ylenantaminen  ",hányás,"sich erbrechen, sich übergeben","overgeven, braken","braak, braking",рвота,"æla, kasta upp",,"vemšana, izvemšanās",,"vomissement, régurgitation",vómito,,,,L#1#1#0#0#8#29#9##0#4*&F#1#2#0#4#10#33#11##0#4*&H#2#1#0#14#10#43#11##0#4*&W#2#1#0#14#16#43#17##0#4*%£,
24961,,slang,(feeling + to speak: emotional talk) - Character (superimposed),YELLOW,slang (språk),(feeling + to speak: emotional talk)  - Character (superimposed),slang (språk),,slangi,szleng,"Slang, Jargong (Sprache)",dialect,slang dialek,сленг,sletta,,"slengs, žargons",,argot,argot,,,,B#1#1#0#0#8#31#9##0#4*&H#2#1#0#2#10#35#11##0#4*%£,
24962,,coarse_slang,(knife + to speak: sharp talk) - Character (superimposed),YELLOW,"svordom, grov slang",(knife + to speak: sharp talk)  - Character (superimposed),"banning, sverging",,"ruman kielen käyttö, kiroilu","trágárság, gorombaság, durva szleng","Fluch, grober Slang",dialect (gemeen),growwe slang dialek,"ругательство, грубый сленг",gróf sletta,,"rupjš, vulgārs žargons",,"grossièreté, gros mot, obscénité",ordinario (argot),,,,W#6#1#0#0#12#33#13##0#4*&W#8#2#0#0#8#33#9##0#4*&H#2#1#0#2#10#19#11##0#4*%£,
24963,,aport,(port_(boat) + description indicator),GREEN,babord (riktning),(port_(boat) + description indicator),babord (retning),,paapuuriin,hajó bal oldala felőli,Backbord (Richtung),bakboord (bijv.nw),bakboord,левобортный,á eða til vinstri við skip,,kreisais borts,,,babor (dirección),,,,W#2#1#0#0#8#29#9##0#4*&V#5#3#0#1#4#30#5##0#4*&W#4#2#0#4#8#33#9##0#4*&J#1#3#0#6#12#23#13##0#4*&W#4#3#0#6#12#23#13##0#4*&W#2#2#0#10#8#27#9##0#4*%£,
24964,,astarboard,(starboard + description indicator),GREEN,styrbord (riktning),(starboard + description indicator),styrbord (retning),,tyyrpuuriin,hajó jobb oldala felőli,Steuerbord (Richtung),stuurboord (bijv.nw),stuurboord,правобортный,á eða til hægri við skip,,labais borts (virziens),,,estribor (dirección),,,,W#2#1#0#0#8#27#9##0#4*&W#4#2#0#0#8#27#9##0#4*&V#5#3#0#1#4#30#5##0#4*&J#1#3#0#6#12#23#13##0#4*&W#4#3#0#6#12#23#13##0#4*&W#2#2#0#10#8#27#9##0#4*%£,
24965,,"hunt,hunting",(gun + animal),YELLOW,jakt,(gun + animal),jakt,,"metsästys, metsästäminen",,Jagd,jacht,jag,охота,veiði,,"medīt, medības, medīšana",,,caza,,,,W#2#1#0#0#12#23#13##0#4*&K#1#3#0#1#12#26#13##0#4*&W#4#1#0#4#12#27#13##0#4*&V#2#1#0#14#12#45#13##0#4*&W#4#1#0#14#12#45#13##0#4*&V#2#1#0#18#12#49#13##0#4*%£,
24966,,"church_ruin,temple_ruin,wreck,wreckage_(church,temple,mosque)_(2)","(church,mosque,temple + deletion,cancellation,destruction) SYMBOL SYNONYM",YELLOW,"kyrkoruin, tempelruin (2)","(church,mosque,temple + deletion,cancellation,destruction)  SYMBOL SYNONYM","kirkeruin, tempelruin (2)",,"kirkon rauniot, temppelin rauniot (2)",,"Kirchenruine, Tempelruine (2)","ruïne (kerk, tempel) (2)","kerk ondergang, kerk wrak (2)",разрушенная церковь (2),trúarlegar rústir,,"baznīcas drupas, tempļa drupas, krāsmatas, gruveši (2)",,," ruina de iglesia, ruina de templo (2)",,,,D#1#1#0#0#8#17#9##0#4*&U#1#1#0#10#8#27#9##0#4*&V#1#1#0#10#4#27#5##0#4*&W#1#1#0#10#12#27#13##0#4*&W#1#1#0#16#12#33#13##0#4*&W#8#2#0#20#8#35#9##0#4*%£,
24967,,"army,regular_army,ground_forces","(military,armed_forces,armed_services + earth,ground,land)",YELLOW,"armé, markstyrkor","(military,armed_forces,armed_services + earth,ground,land)","hær, bakkestyrke",,"maavoimat, kenttäarmeija",hadsereg,Armee,grondtroepen (leger),weermag,"армия, сухопутное войско",her,,"armija, regulārā armija, sauszemes karaspēks","wojsko, armia",armée,ejército,exército,esercito,hær,W#6#1#0#0#12#27#13##0#4*&W#6#2#0#0#12#27#11##0#4*&S#1#1#0#6#8#33#9##0#4*&W#6#1#0#12#12#39#13##0#4*&W#6#2#0#12#12#39#13##0#4*&W#6#1#0#16#8#43#9##0#4*&W#6#2#0#16#8#43#9##0#4*&W#6#1#0#20#12#47#13##0#4*&W#6#2#0#20#12#47#13##0#4*&W#4#1#0#26#16#51#17##0#4*%£,
24968,,"destroyed,ruined,demolished,deleted,erased,cancelled","(deletion,cancellation,destruction + description indicator)",GREEN,"förstörd, borttagen, raderad, struken, utsuddad, utplånad","(deletion,cancellation,destruction + description indicator)","ødelagt, strøket, kansellert",,,,"zerstört, ruiniert, abgerissen, gelöscht, ausradiert, annulliert","vernietigd, verwijderd, verwoest","vernietig, verwoes, gesloop, geskrap, gekanselleer",разрушенный,eyðilagt,,"iznīcināts, sagrauts",,,"destruido, eliminado, borrado, anulado",,,,W#8#2#0#0#8#31#9##0#4*&V#5#3#0#3#4#34#5##0#4*%£,
25001,,access-(to),(accessibility + action indicator),RED,"få tillräde (till), få åtkomst (till), få tillgång (till)",(accessibility + action indicator),"få adgang til, få tilgang til",,saavuttaa,,"Zutritt, Zugang",toegang hebben tot,toegang (om te),получить доступ,aðgang að (SO),,piekļūt pie,,,"acceso (a), ",,,,H#2#1#0#0#10#27#11##0#4*&V#5#1#0#1#4#30#5##0#4*&W#2#2#0#2#10#29#11##0#4*&F#1#2#0#6#10#27#11##0#4*&W#4#2#0#10#8#31#9##0#4*%£,
25002,,"accessibility,access",(being_(state_of) + through: being possible to get through to),YELLOW,"tillgänglighet, tillgång, åtkomlighet",(being_(state_of) + through: being possible to get through to),"tilgjengelighet, tilgang",,saatavuus,,"Zugänglichkeit, Erreichbarkeit",toegankelijkheid,toeganklikheid,"доступность, наличие доступа",aðgengi,,"piekļuve, pieeja",,,accesibilidad,,,,H#2#1#0#0#10#27#11##0#4*&W#2#2#0#2#10#29#11##0#4*&F#1#2#0#6#10#27#11##0#4*&W#4#2#0#10#8#31#9##0#4*%£,
25003,,accessible,(accessibility + description indicator),GREEN,"tillgänglig, åtkomlig",(accessibility + description indicator),tilgjengelig,,saavutettu,,"zugänglich, erreichbar",toegankelijk,toeganklik,"доступный, проходимый",aðgengilegt,,"pieejams, aizsniedzams",,,accesible,,,,H#2#1#0#0#10#27#11##0#4*&V#5#3#0#1#4#30#5##0#4*&W#2#2#0#2#10#29#11##0#4*&F#1#2#0#6#10#27#11##0#4*&W#4#2#0#10#8#31#9##0#4*%£,
25004,,adopt-(to),(adoption + action indicator),RED,adoptera,(adoption + action indicator),adoptere,,adoptoida,,adoptieren,adopteren,aaneem (om te),"приёмный, усыновлённый",ætleiða (SO),,"pieņemt, adoptēt",,,adoptar,,,,V#2#1#0#0#12#23#13##0#4*&V#5#1#0#1#4#26#5##0#4*&J#1#1#0#6#8#29#9##0#4*&U#2#1#0#8#12#31#13##0#4*&W#2#1#0#8#12#31#13##0#4*&R#1#1#0#16#8#39#9##0#4*&W#2#1#0#18#16#41#17##0#4*&W#4#2#0#20#8#43#9##0#4*%£,
25005,,adoption,(activity + legal + parent: the act of becoming a legal parent of a child),YELLOW,adoption,(activity + legal + parent: the act of becoming a legal parent of a child),adopsjon,,adoptio,,Adoption,adoptie,aanneming,"опёка, усыновление",ætleiðing,,"pieņemšana, adoptēšana",,,adopción,,,,V#2#1#0#0#12#23#13##0#4*&J#1#1#0#6#8#29#9##0#4*&U#2#1#0#8#12#31#13##0#4*&W#2#1#0#8#12#31#13##0#4*&R#1#1#0#16#8#39#9##0#4*&W#2#1#0#18#16#41#17##0#4*&W#4#2#0#20#8#43#9##0#4*%£,
25006,,adventure,"(activity + thrilling + intensity) Preferred NEW SYNONYM, replacing 24601",YELLOW,äventyr,"(activity + thrilling + intensity)  Preferred NEW SYNONYM, replacing 24601","eventyr, opplevelse",,seikkailu,,Abenteuer,avontuur,avontuur,приключение,ævintýri,,piedzīvojumi,przygoda,,aventura,aventura,"caccia, ricerca","søge, udforske, jage",V#2#1#0#0#12#21#13##0#4*&B#1#1#0#4#8#21#9##0#4*&J#1#1#0#14#8#33#9##0#4*&K#3#4#0#16#8#35#9##0#4*&Y#24#1#0#18#10#37#11##0#4*&Y#22#1#0#24#10#43#11##0#4*&Y#22#1#0#26#10#47#11##0#4*%£,
25007,,adventurous,(adventure + description indicator),GREEN,äventyrlig,(adventure + description indicator),eventyrlig,,seikkaileva,,"abenteuerlich, unternehmenslustig",avontuurlijk,avontuurlustige,приключенческий,ævintýragjarn,,piedzīvojumu,,,aventurero,,avventuroso,,V#2#1#0#0#12#21#13##0#4*&V#5#3#0#1#4#20#5##0#4*&B#1#1#0#4#8#21#9##0#4*&J#1#1#0#14#8#33#9##0#4*&K#3#4#0#16#8#35#9##0#4*&Y#24#1#0#18#10#37#11##0#4*&Y#22#1#0#24#10#43#11##0#4*&Y#22#1#0#26#10#47#11##0#4*%£,
25008,,Afghanistan,(country + kite),YELLOW,Afghanistan,(country + kite),Afghanistan,,Afganistan,,Afghanistan,Afghanistan,Afghanistan,Афганистан,Afganistan,,Afganistāna,,,Afganistán,Afeganistão,Afghanistan,,W#4#1#0#0#16#31#17##0#4*&L#2#1#0#4#8#35#9##0#4*&W#2#2#0#4#12#35#13##0#4*&K#2#3#0#10#12#43#13##0#4*&W#6#1#0#10#8#43#9##0#4*&W#6#2#0#10#4#43#5##0#4*&W#6#1#0#14#4#47#5##0#4*&W#6#2#0#14#8#47#9##0#4*%£,
25009,,ajar,(open + little: slightly open),GREEN,på glänt,(open + little: slightly open),på gløtt,,raollaan oleva,,"angelehnt, halboffen","kiertje, op een kier",kier,приоткрытый,rifa (á hurð),,pusvirus,,,entreabierto,,,,N#1#3#0#0#8#17#9##0#4*&V#5#3#0#3#4#20#5##0#4*&S#3#1#0#10#12#43#13##0#4*&W#2#1#0#10#12#43#13##0#4*%£,
25010,,"alcohol,ethanol",(chemical product + liquor),YELLOW,"alkohol, etanol",(chemical product + liquor),"alkohol, etanol",,"alkoholi, etanoli",,"Alkohol, Ehtanol","alcohol, etanol","alkohol, etanol","спирт, этанол","alkóhól, eðanól",,"alkohols, etanols",,,"alcohol, etanol",,,,W#8#2#0#0#8#23#9##0#4*&L#2#1#0#6#12#29#13##0#4*&W#2#2#0#8#8#31#9##0#4*&W#4#1#0#12#16#23#17##0#4*&W#6#1#0#12#8#23#9##0#4*&W#2#2#0#16#12#27#13##0#4*&W#6#2#0#16#8#27#9##0#4*%£,
25011,,"alphabet,letters_(uppercase)_(Latin_alphabet)","(A_(uppercase) + B_(uppercase) + C_(uppercase): first three letters of the English alphabet, representing the entire alphabet) - Character (superimposed)",YELLOW,alfabetet (versaler),"(A_(uppercase) + B_(uppercase) + C_(uppercase): first three letters of the English alphabet, representing the entire alphabet)  - Character (superimposed)","alfabetet (store), bokstaver (store)",,"aakkoset (isoja), kirjaimet (isoja)",ábécé (nagybetűs),"Alphabet, Buchstabe, Schriftzeichen (Großbuchstaben)","alfabet, letters (hoofdletters)",alfabet letters (hoofletters),"алфавит, буквы (заглавные буквы)",Stafrófsstafir (stórir stafir),,"alfabēts, burti (lielie burti)","alfabet, litery (wielkie)","alphabet, lettres (majuscules)","alfabeto, letras (mayúsculas)","alfabeto, letras (maiúsculas)","alfabeto, lettere, caratteri (maiuscole)","alfabet, bogstaver (store)",Z#1#1#0#0#10#9#11#A#0#6*&Z#1#1#0#4#10#33#11#B#0#6*&Z#1#1#0#8#10#37#11#C#0#6*%£,
25012,,"applaud,clap-(to)",(applause + action indicator),RED,"applådera, klappa händerna",(applause + action indicator),"applaudere, klappe hendene",,"aplodeerata, osoittaa suosiota, taputtaa käsiä, antaa aplodit",,"applaudieren, (Hände) klatschen",applaudisseren,toejuig (om te),"аплодировать, хлопать в ладоши","klappa, fagna (SO)",,"aplaudēt, piekrišanas izpausme",,,aplaudir,bater palmas,"applaudire, battere le mani",klappe,Y#3#1#0#0#12#27#13##0#4*&V#9#3#0#4#8#25#9##0#4*&V#5#1#0#7#4#36#5##0#4*&Y#22#1#0#10#10#31#11##0#4*&E#1#1#0#12#8#33#9##0#4*&W#2#1#0#12#16#33#17##0#4*%£,
25013,,"applause,clapping",(2 + hand + intensity + sound: clapping the hands together as a demonstration of approval),YELLOW,"applåd, handklappning",(2 + hand + intensity + sound: clapping the hands together as a demonstration of approval),"applaus, håndklapp",,"suosionosoitukset, aplodit, tapututukset",,"Applaus, Händeklatschen",applaus,"applous, handeklap",аплодистменты,fögnuður,,"applaudēšana, piekrišanas izpausme",,,aplauso,aplausos,applauso,"bifald, applaus",Y#3#1#0#0#12#27#13##0#4*&V#9#3#0#4#8#25#9##0#4*&Y#22#1#0#10#10#31#11##0#4*&E#1#1#0#12#8#33#9##0#4*&W#2#1#0#12#16#33#17##0#4*%£,
25014,,armed,(weapon + description indicator),GREEN,beväpnad,(weapon + description indicator),bevæpnet,,aseistettu,,bewaffnet,"bewapend, gewapend",bewapende,вооружённый,vopnaður,,bruņots,,,armado,,,,V#9#3#0#0#8#13#9##0#4*&L#2#1#0#2#10#15#11##0#4*&V#5#3#0#3#4#32#5##0#4*&H#3#1#0#8#8#41#9##0#4*&W#8#2#0#8#8#41#9##0#4*&W#4#2#0#12#8#45#9##0#4*%£,
25015,,Austria,(country + musical_note (music [contraction]) + mountain),YELLOW,Österrike,(country + musical_note (music [contraction]) + mountain),Østerrike,,Itävalta,,Österreich,Oostenrijk,Oostenryk,Австрия,Austuríki,,Austrija,,,Austria,Áustria,,Østrig,W#4#1#0#0#16#31#17##0#4*&L#2#1#0#4#8#35#9##0#4*&W#2#2#0#4#12#35#13##0#4*&H#2#1#0#10#12#43#13##0#4*&W#3#2#0#14#8#47#9##0#4*&P#2#3#0#16#8#49#9##0#4*%£,
25017,,"bandit,armed_robber","(person + getting + weapon: i.e., thief [contraction] using a weapon to steal)",BLUE,"bandit, rånare (beväpnad)","(person + getting + weapon: i.e., thief [contraction] using a weapon to steal)","banditt, raner",,"bandiitti,maantierosvo",,"Bandit, Räuber, Gangster (bewaffnet)","bandiet, overvaller (gewapend)","bandiet, gewapende rower","бандит, вооружённый грабитель",vopnaður rænningi,,"bandīts, bruņots laupītājs",,,"bandido, ladrón armado",,,,S#1#1#0#0#8#25#9##0#4*&J#1#3#0#6#12#37#13##0#4*&F#1#3#0#8#8#39#9##0#4*&V#9#3#0#16#8#41#9##0#4*&L#2#1#0#18#10#43#11##0#4*&H#3#1#0#24#8#49#9##0#4*&W#8#2#0#24#8#49#9##0#4*&W#4#2#0#28#8#53#9##0#4*%£,
25018,,bazaar,(group of + store + small),YELLOW,basar,(group of + store + small),"basar, marked",,"markkinat,basaari",,"Basar, Bazar",markt,"mark, bazaar",базар (множество маленьких магазинов),"markaður, bás",,"tirgus, labdarības tirdziņš, liela tirdzniecības zāle",,,bazar,,,,T#4#1#0#0#12#23#13##0#4*&W#4#1#0#6#16#3#17##0#28*&J#1#3#0#14#12#11#13##0#28*&N#1#2#0#14#8#11#9##0#28*&H#2#1#0#16#8#13#9##0#28*&H#2#1#0#16#12#13#13##0#28*&W#4#4#0#18#8#15#9##0#28*&S#3#1#0#24#12#55#13##0#4*&W#2#1#0#24#12#55#13##0#4*%£,
25019,,beggar,(person + ask + being_(state_of)),BLUE,tiggare,(person + ask + being_(state_of)),tigger,,kerjäläinen,,Bettler,bedelaar,bedelaar,"нищий, попрошайка, бедняк",betlari,,"ubags, ubagotājs",,,méndigo,pedinte,mendicante,,S#1#1#0#0#8#19#9##0#4*&N#1#3#0#6#8#11#9##0#4*&Y#24#1#0#9#10#36#11##0#4*&H#2#1#0#16#10#35#11##0#4*&W#2#2#0#18#10#37#11##0#4*%£,
25020,,Belarus,"(country + buffalo + tree (wood [contraction]): the country of the European Bison, or Wisent)",YELLOW,Vitryssland,"(country + buffalo + tree (wood [contraction]): the country of the European Bison, or Wisent)","Hviterussland, Belarus",,Valko-Venäjä,,Weißrussland,Wit Rusland,Wit Rusland,Беларусь,Hvíta Rússland,,Baltkrievija,,,Bielorrusia,Belarus,Bielorussia,Hviderusland,W#4#1#0#0#16#31#17##0#4*&L#2#1#0#4#8#35#9##0#4*&W#2#2#0#4#12#35#13##0#4*&K#1#1#0#10#10#43#11##0#4*&V#2#1#0#10#12#43#13##0#4*&W#4#1#0#10#12#43#13##0#4*&K#1#3#0#14#10#47#11##0#4*&V#2#1#0#14#12#47#13##0#4*&K#2#3#0#20#8#53#9##0#4*&K#2#4#0#24#8#57#9##0#4*&W#4#2#0#24#8#57#9##0#4*%£,
25021,,bioenergy,(energy + plant),YELLOW,bioenergi,(energy + plant),bioenergi,,bioenergia,,Bioenergie,bio-energie,bio-energie,биоэнергетика,lífræn orka,,bioenerģija,,,bioenergía,,,,V#7#3#0#0#10#23#11##0#4*&H#3#1#0#4#8#21#9##0#4*&W#9#2#0#8#10#31#11##0#4*&H#2#1#0#18#8#39#9##0#4*&K#2#1#0#20#12#45#13##0#4*&W#2#2#0#20#12#45#13##0#4*%£,
25022,,"braid,plait-(to)",(braid + action indicator),RED,fläta (verb),(braid + action indicator),flette (å),,"letittää, punoa",,"Zopf binden, flechten (Verb)",vlechten,vleg (om te),плести,flétta (SO),,pīt,,,trenzar,,,,J#1#1#0#0#8#31#9##0#4*&R#2#1#0#2#12#33#13##0#4*&J#1#3#0#4#12#35#13##0#4*&V#5#1#0#5#4#32#5##0#4*&R#2#3#0#6#10#37#11##0#4*&Y#4#1#0#14#12#45#13##0#4*&L#3#1#0#17#4#48#5##0#4*&W#4#2#0#18#8#49#9##0#4*%£,
25023,,"braid,plait,pigtail(s)",(to mix + 3 + linear thing) 3 can be replaced by an appropriate number.,YELLOW,fläta (subst.),(to mix + 3 + linear thing)  3 can be replaced by an appropriate number.,flette,,"letti, punos",,"Zopf, Haarzopf, Flechte",vlecht,vlegsel,коса (плетение),flétta   ,,bize,,,trenza,trancinhas,codini,rottehaler,J#1#1#0#0#8#31#9##0#4*&R#2#1#0#2#12#33#13##0#4*&J#1#3#0#4#12#35#13##0#4*&R#2#3#0#6#10#37#11##0#4*&Y#4#1#0#14#12#45#13##0#4*&L#3#1#0#17#4#48#5##0#4*&W#4#2#0#18#8#49#9##0#4*%£,
25024,,Brazil,(country + ball + legs_and_feet: country of football [contraction]),YELLOW,Brasilien,(country + ball + legs_and_feet: country of football [contraction]),Brasil,,Brasilia,,Brasilien,Brazilië,Brasilië,Бразилия,Brasilía,,Brazīlija,,,Brasil,Brasil,Brasile,Brazillien,W#4#1#0#0#16#31#17##0#4*&L#2#1#0#4#8#35#9##0#4*&W#2#2#0#4#12#35#13##0#4*&H#2#1#0#10#12#43#13##0#4*&W#2#1#0#10#14#43#15##0#4*&V#1#1#0#16#8#49#9##0#4*&W#2#1#0#16#16#49#17##0#4*&W#2#1#0#24#16#57#17##0#4*%£,
25025,,cheer-(to),(cheering + action indicator),RED,"hurra, heja på",(cheering + action indicator),"hurra, heie på",,"hurrata, kannustaa",,"zurufen, anfeuern, zujubeln, mitfiebern",aanmoedigen,aanmoedig (om te),"одобрять, подбадривать, апплодировать",fagna (SO),,"uzmundrināt, atbalstīt",,,animar,,,,H#2#1#0#0#10#25#11##0#4*&V#5#1#0#1#4#30#5##0#4*&R#2#2#0#6#10#31#11##0#4*&R#2#2#0#8#10#33#11##0#4*&Y#22#1#0#12#10#43#11##0#4*%£,
25026,,cheering_(the_sound),(support_(oral) + intensity),GRAY,"hurra, leve",(support_(oral) + intensity),"hurra, heia",,"hurraaminen, kannustaminen",,hurra rufen,aanmoediging (geluid),juigende (die geluid),Ура ! Апплодисмент! Молодец!,fögnuður (hljóðið),,"uzmundrināšana, atbalstīšana",,,hurra (animando),,,,H#2#1#0#0#10#25#11##0#4*&R#2#2#0#6#10#31#11##0#4*&R#2#2#0#8#10#33#11##0#4*&Y#22#1#0#12#10#43#11##0#4*%£,
25027,,cheerleader,(leader + cheering),BLUE,hejarklacksledare,(leader + cheering),"heialeder, cheerleader",,"huutosakin johtaja, cheerleader",,Cheerleader,chearleader,"sangleier, dirigent",болельщик,klappstíra,,karsējmeitenes,,,líder (grupo de fans),líder de claque,capo animazione,hepper,J#1#1#0#0#8#15#9##0#4*&S#1#1#0#2#8#17#9##0#4*&W#2#1#0#8#12#23#13##0#4*&R#2#2#0#10#10#25#11##0#4*&H#2#1#0#14#10#25#11##0#4*&R#2#2#0#20#10#31#11##0#4*&R#2#2#0#22#10#33#11##0#4*&Y#22#1#0#26#10#43#11##0#4*%£,
25028,,cheers_(toast),"(say,speak,talk,tell,express-(to) + alcoholic drink + up)",GRAY,skål,"(say,speak,talk,tell,express-(to) + alcoholic drink + up)",skål,,"kippis, terveydeksi",,"Prost!, zum Wohl!","gezondheid, proost",gesondheid,тост,ræða ,,uz veselību!,,,salud (brindis),,,,H#2#1#0#0#10#27#11##0#4*&W#4#1#0#6#16#23#17##0#4*&W#6#1#0#6#8#23#9##0#4*&W#2#2#0#10#12#27#13##0#4*&W#6#2#0#10#8#27#9##0#4*&F#1#1#0#16#8#43#9##0#4*%£,
25029,,China,"(country + middle,centre; 中国 zhōng guó is the official name of China, which literally means middle or central country)",YELLOW,Kina,"(country + middle,centre; 中国 zhōng guó is the official name of China, which literally means middle or central country)",Kina,,Kiina,,China,China,China,Китай,Kína,,Ķīna,,,China,China,Cina,Kina,W#4#1#0#0#16#29#17##0#4*&L#2#1#0#4#8#33#9##0#4*&W#2#2#0#4#12#33#13##0#4*&L#1#1#0#10#8#31#9##0#4*&R#2#3#0#12#10#33#11##0#4*%£,
25030,,city_tour,(move + see + village: where village represents city [contraction]),YELLOW,stadsrundtur (etc),(move + see + village: where village represents city [contraction]),byrundtur,,"kaupunkiajelu, kaupunkikierros",,Stadtrundfahrt,citytrip,stadstoer,экскурсия по городу,ferð um borg,,pilsētas apskates ekskursija,,,tour por la ciudad,,,,G#1#1#0#0#12#31#13##0#4*&W#2#1#0#0#16#15#17##0#4*&H#2#1#0#6#10#35#11##0#4*&Q#1#1#0#8#12#37#13##0#4*&T#4#1#0#12#12#39#13##0#4*&D#1#1#0#18#8#45#9##0#4*%£,
25031,,climate,(generalization + weather),YELLOW,klimat,(generalisation + weather),klima,,ilmasto,,Klima,klimaat,klimaat,климат,loftslag,,klimats,,,clima,,,,H#2#1#0#0#8#33#9##0#4*&T#4#1#0#0#12#33#13##0#4*&A#1#2#0#6#11#41#12##0#4*&H#3#1#0#6#8#41#9##0#4*&F#1#3#0#8#8#43#9##0#4*%£,
25032,,"code,password",(number + secret),YELLOW,"kod, lösenord",(number + secret),"kode, passord",,"koodi, salasana",,"Kode, Kennzahl, Kennwort","code, paswoord","kode, wagwoord","код, пароль","lykilorð, kóði",,"kods, parole",,,"código, contraseña",,,,C#2#1#0#0#8#25#9##0#4*&L#1#1#0#12#8#43#9##0#4*&H#2#1#0#14#10#45#11##0#4*%£,
25033,,"collection,pile,tussock_(etc)",(group of + together),YELLOW,"hög, stapel, trave, samling, tuva, knippa, bukett (etc)",(group of + together),"stabel, haug, samling",,"pino, kasa, läjä",,"Haufen, Stapel, Büschel","collectie, verzameling, stapel","versameling, hoop","коллекция, стопка, сборник",safn,,"kolekcija, kaudze, krājums",,,"colección, pila (etc)",monte,accumulare,,T#4#1#0#0#12#27#13##0#4*&W#4#2#0#6#8#25#9##0#4*&T#2#1#0#8#10#27#11##0#4*&W#4#2#0#14#8#33#9##0#4*%£,
25034,,"coup,hijack,takeover",(theft + leadership),YELLOW,"kupp, kapning",(theft + leadership),"kapring, kupp",,"kaappaus, kapina",,"Coup, Putsch, Entführung",kaping,"kaping, staatsgreep","переворот, угон, захват",taka yfir,,"veikls gājiens, nolaupīšana,pārņemšana, iegūšana",,,"golpe, secuestro",,,,J#1#3#0#0#12#7#13##0#4*&F#1#3#0#2#8#9#9##0#4*&W#2#1#0#10#12#17#13##0#4*&Y#22#1#0#16#10#23#11##0#4*&J#1#1#0#18#8#21#9##0#4*&W#2#1#0#26#12#29#13##0#4*&W#5#1#0#28#10#31#11##0#4*&W#5#2#0#28#12#31#13##0#4*%£,
25035,,"coup,coup_d'etat",(coup + country),YELLOW,"statskupp, revolt",(coup + country),statskupp,,"vallankumous, vallankaappaus",,Staatsstreich,staatsgreep,staatsgreep,государственный переворот,taka yfir land,,"apvērsums, valsts apvērsums",,,golpe de estado,,,,J#1#3#0#0#12#7#13##0#4*&F#1#3#0#2#8#9#9##0#4*&W#2#1#0#10#12#17#13##0#4*&Y#22#1#0#16#10#23#11##0#4*&J#1#1#0#18#8#21#9##0#4*&W#2#1#0#26#12#29#13##0#4*&W#5#1#0#28#10#31#11##0#4*&W#5#2#0#28#12#31#13##0#4*&W#4#1#0#32#16#39#17##0#4*&L#2#1#0#36#8#43#9##0#4*&W#2#2#0#36#12#43#13##0#4*%£,
25036,,crime,"(activity + illegal,criminal)",YELLOW,brott,"(activity + illegal,criminal)",lovbrudd,,rikos,,Verbrechen,misdaad,misdaad,преступление,glæpir,,noziegums,,,crimen,crime,crimine,,V#2#1#0#0#12#21#13##0#4*&W#2#1#0#6#12#27#13##0#4*&J#1#1#0#12#8#33#9##0#4*&U#2#1#0#14#12#35#13##0#4*&W#2#1#0#14#12#35#13##0#4*&O#2#1#0#22#8#43#9##0#4*&W#2#1#0#22#16#43#17##0#4*%£,
25037,,criminal_(person),"(person + illegal,criminal: where illegal represents crime [contraction])",BLUE,"brottsling, kriminell person","(person + illegal,criminal: where illegal represents crime [contraction])","kriminell person, lovbryter",,"rikollinen, kriminaali",,Kriminelle,"misdadiger, crimineel","misdadiger, krimineel","преступник, уголовник",glæpamaður (manneskja),,noziedznieks,,,criminal,,,,S#1#1#0#0#8#23#15##0#4*&W#2#1#0#6#12#27#13##0#4*&J#1#1#0#12#8#33#9##0#4*&U#2#1#0#14#12#35#13##0#4*&W#2#1#0#14#12#35#13##0#4*&O#2#1#0#22#8#43#9##0#4*&W#2#1#0#22#16#43#17##0#4*%£,
25038,,"criminality,crime","(action + illegal,criminal)",YELLOW,"brottslighet, kriminalitet","(action + illegal,criminal)","kriminalitet, krim",,rikollisuus,,"Kriminalität, Verbrechertum","criminaliteit, misdaad","misdadigheid, misdaad","криминал, преступность",glæpur,,"noziedzība, noziegums",,,criminalidad,crime,crimine,,V#1#1#0#0#8#19#9##0#4*&W#2#1#0#10#12#27#13##0#4*&J#1#1#0#16#8#33#9##0#4*&U#2#1#0#18#12#35#13##0#4*&W#2#1#0#18#12#35#13##0#4*&O#2#1#0#26#8#43#9##0#4*&W#2#1#0#26#16#43#17##0#4*%£,
